Id,Attrition
1,0.005629652456564897
2,0.0019870658341248327
3,0.011452581077523716
4,0.02341208737871905
5,0.0006708300825195698
6,0.0016527822044794152
7,0.014618013317627892
8,0.04154393082676144
9,0.051871961449078526
10,0.0026373793915989963
11,0.0004679608538978144
12,0.008821701148537243
13,0.0009422271740877903
14,0.008563228709465263
15,0.0017086291436618334
16,0.012348977128937767
17,0.04266928623072682
18,0.03194522950467243
19,0.0018637907164905365
20,0.0009192641518571023
21,0.0012818596044074746
22,0.4955269645849486
23,0.007618453646816688
24,0.006690684389417849
25,0.01334099046242036
26,0.002819328071288637
27,0.001955893134197997
28,0.0010941076341374912
29,0.3008956044174728
30,0.024480513563282597
31,0.0020476666042633547
32,0.012238633930675898
33,0.02999708237234989
34,0.05536878904353962
35,0.002214525017257621
36,0.0033279581815903476
37,0.0014533470593943345
38,0.001374011932046228
39,0.07908707359185167
40,0.06351381090755005
41,0.3600505087132225
42,0.0654661414871089
43,0.0011273613691324224
44,0.0027806295865822617
45,0.000537672437694067
46,0.011103952841320073
47,0.01409073125227107
48,0.0049236346284535016
49,0.0003761970105425192
50,0.06308776156292353
51,0.026107620972356162
52,0.014967631739907714
53,0.07783472676768928
54,0.06335286265940575
55,0.10754479917323997
56,0.037280833935900856
57,0.006284964725104534
58,0.1004678784898792
59,0.0013734898588551767
60,0.006043588204899427
61,0.004758174452725174
62,0.012619844941804353
63,0.09166470276647583
64,0.00558698936817578
65,0.006417673494448049
66,0.007734498140497705
67,0.006564567673140382
68,0.017890656152751063
69,0.026989017706140876
70,0.009821917380366654
71,0.00990302746220934
72,0.008916718542400257
73,0.03602979128977072
74,0.026002577414663438
75,0.024876406642191422
76,0.15420853038481966
77,0.008056078960345894
78,0.03820791920395799
79,0.014345849186472677
80,0.011891203925478454
81,0.008846347834724563
82,0.03224609246678947
83,0.014556413362093857
84,6.569237188445164e-05
85,0.029758500381459437
86,0.0007682360955830895
87,0.027635541343329833
88,0.023892089619809036
89,0.007231664902446708
90,0.005993378008930667
91,0.11366524119259572
92,0.003857995222649116
93,0.025421537422412543
94,0.014827645263696504
95,0.15929111183892292
96,0.07844066539114092
97,0.02555530515583041
98,0.008551251921053556
