Id,Attrition
1,0.00409678319821514
2,0.001753712712291188
3,0.013022426356255171
4,0.016332100404663177
5,0.0002928619360980571
6,0.0008525506710860707
7,0.009560920369371473
8,0.0356797617096018
9,0.05601839488165263
10,0.0017755176577902373
11,0.0005448546334496352
12,0.006144754938809495
13,0.0006186106653404718
14,0.005823400969471622
15,0.0011415331971309471
16,0.008609482488731645
17,0.057015389161659484
18,0.023477256579947925
19,0.0014710716508326413
20,0.0006020190986332272
21,0.0017838516658727687
22,0.5353217693861636
23,0.0063159547887853395
24,0.01175223225132071
25,0.009685671251891768
26,0.0018069323657334427
27,0.001332648682369718
28,0.0005226874865089976
29,0.29354505492522626
30,0.017345178694602194
31,0.0009563692375625807
32,0.012105034313237598
33,0.027006711501281266
34,0.05739704198374331
35,0.0028031751812083827
36,0.0023008299062055346
37,0.001347362083392173
38,0.0014536576914831222
39,0.06293154142506464
40,0.06211157127646644
41,0.39775296353668216
42,0.05657963298255563
43,0.0008456223416261026
44,0.0017406901645854057
45,0.0005014936337612916
46,0.005767176066174101
47,0.007948559757930958
48,0.004337397326165661
49,0.00018116821020412838
50,0.08194451521513238
51,0.03508846192343014
52,0.012648186045505284
53,0.08720225973306968
54,0.055644371718320346
55,0.12373047883081924
56,0.057128814033477734
57,0.005319160295881235
58,0.10708986767018999
59,0.001095843881934651
60,0.005627199749307224
61,0.0024842387296830637
62,0.010329593697310879
63,0.09572148937999839
64,0.003290034506670019
65,0.0029021711933751183
66,0.006861607745158232
67,0.0030384733029568864
68,0.011015324609959834
69,0.029409873839020072
70,0.009363956385962114
71,0.010519225386585462
72,0.00998521430698191
73,0.037359243586193844
74,0.010305941696850377
75,0.022570485442914
76,0.1349700186111391
77,0.005813194652975304
78,0.04094719826992774
79,0.007911627011955132
80,0.008606104940964598
81,0.008687543477789782
82,0.04384556880211174
83,0.011760586252964287
84,3.1665225690674167e-05
85,0.02425641974525546
86,0.0008065918472971576
87,0.027350364084050387
88,0.018489882253847276
89,0.005703275307312394
90,0.004836210693372036
91,0.06671470315387984
92,0.0038869858617029737
93,0.023238584141763642
94,0.01568154179282241
95,0.1477913445733928
96,0.11379950204306369
97,0.016892924006779733
98,0.0064102943484549025
99,0.0004402067183013675
100,0.004461378363550667
101,0.036761574402737626
102,0.0008807455562762007
103,0.009034896814077185
104,0.01004459125053411
105,0.021420879705979074
106,0.05594565949751058
107,0.011773766311620018
108,0.018471743166717083
109,0.002411099521518472
110,0.0005763626181480925
111,0.026280943438883368
112,0.0028373450273485776
113,0.01849699418127298
114,0.0032825551574102033
115,0.012151508204856882
116,0.0016357566412455104
117,0.0014232233508593075
118,0.004689984919479322
119,0.02077664407819122
120,0.01165826266167059
121,0.07191663973156744
122,0.015157084198462949
123,0.015327034154069987
124,0.16851217716030725
125,0.22157741659982375
126,0.0011179972710459614
127,0.008976233711618873
128,0.4331050446506716
129,0.1385064474737511
130,0.00656410530423676
131,0.07875713125904772
132,0.0003115022979117817
133,0.008895167343164834
134,0.053031076263568684
135,0.0008215669448684579
136,0.012927877595549375
137,0.7228434250434246
138,0.013672281594541631
139,0.24653617656859148
140,0.000720952619705288
141,0.009146961888710893
142,0.01826876884320384
143,0.00486085864798095
144,0.0014222959619632856
145,0.01414977631515002
146,0.09419874294154792
147,0.034424004197174785
148,0.0673294605336187
149,0.018228532094140198
150,0.17917011277057676
151,0.10737597088497218
152,0.06537466576977165
153,0.004719731926706619
154,0.37642480865234357
155,0.00046892786667209694
156,0.005451664760000478
157,0.004811837189500064
158,0.027587450302411463
159,0.004569346617330659
160,0.007535297071292829
161,0.14979262953197603
162,0.10284351093796987
163,0.055114038654032034
164,0.0031977426076029497
165,0.043270795287886826
166,0.08646994181010546
167,0.02913668324709972
168,0.1364504702362353
169,0.0009002679197210296
170,0.0023881830771198768
171,0.004450375325294566
172,0.0009446158298151269
173,0.010392627418821966
174,0.13186695360373607
175,0.003145673922710168
176,0.036261969526286235
177,0.041827574020494244
178,0.07100877300707044
179,0.004774207541021772
180,0.09680004706580189
181,0.01136597876019926
182,0.19307815019928246
183,0.4782385906452186
184,0.002845469932548793
185,0.5064880658607126
186,0.002821832919184252
187,0.0014551626458228107
188,0.002700389089160747
189,0.00229553528493281
190,0.00501440152295731
191,0.0421232566636701
192,0.008207455142248118
193,0.0010525075849850307
194,0.033823738850163446
195,0.24069170286176297
196,0.16446981756169138
197,0.025314796880721073
198,0.034896257815235435
199,0.0058905105941881334
