Id,Attrition
1,0.0043921430157988755
2,0.001841927082777581
3,0.014250423055831097
4,0.01749207602221316
5,0.000303910230221845
6,0.000868993144264386
7,0.010126002362542182
8,0.03977466595815171
9,0.062020201723746414
10,0.001867443981450468
11,0.0006510310582809824
12,0.006575701814570103
13,0.0006274217503428626
14,0.006607638659310492
15,0.0013030435404536756
16,0.008735808592611782
17,0.061824878598617836
18,0.02259022621809746
19,0.001588504677083314
20,0.000668655050678174
21,0.001929294481251319
22,0.5347353380918309
23,0.006508958303189208
24,0.011978539879231498
25,0.009510786804072812
26,0.0021522305379380285
27,0.0012453757022123464
28,0.0005766831628509588
29,0.2867997560909839
30,0.01830644991692945
31,0.0011499666477968616
32,0.013297068341067636
33,0.030026849206689295
34,0.05491092769130925
35,0.002859581304767822
36,0.002785622796131445
37,0.001470115260130724
38,0.0016883652370620558
39,0.06769118195460658
40,0.06133600489786724
41,0.396652122701661
42,0.055198249610847946
43,0.0009340450619117998
44,0.0018661257423038026
45,0.0005454295052840741
46,0.005710250030922544
47,0.008379302387804877
48,0.004581412996247397
49,0.0002131863161123732
50,0.08061525240684707
51,0.04118735881371489
52,0.014421689646514132
53,0.08872135271925763
54,0.05640451068479444
55,0.1151587699324061
56,0.05810695295469148
57,0.0067463179623320855
58,0.1070295674331758
59,0.0012425741625281758
60,0.006388394346969693
61,0.0025916368368872704
62,0.01090071958820278
63,0.08835977718988422
64,0.004041167477963405
65,0.002762822417701704
66,0.008927119044711572
67,0.003315366707786788
68,0.012258425626767318
69,0.03128969157691224
70,0.008498497505043702
71,0.010863325414509678
72,0.010097108358258881
73,0.03894351561211862
74,0.010569287150394
75,0.018875989911087097
76,0.12173962005457817
77,0.006441600934781846
78,0.03816868237720268
79,0.008125013022370588
80,0.01028959243665346
81,0.008611423546651108
82,0.04353580989389591
83,0.013006150342165753
84,3.522338152649035e-05
85,0.026837855038352593
86,0.0009343497424280664
87,0.028062292610717608
88,0.01968989580264725
89,0.005783122973952593
90,0.005389291606187119
91,0.06190482702080316
92,0.004367096046299268
93,0.025180030397456237
94,0.016620516453480377
95,0.13524257140814383
96,0.125133234088332
97,0.017946127179088042
98,0.006259142444981122
99,0.000435050741242008
100,0.0052082268328835606
101,0.04375898974998652
102,0.0008602581932826393
103,0.010680247814558948
104,0.011280214779276113
105,0.023641859955501138
106,0.0548410609182421
107,0.011966347296088474
108,0.019018331791003196
109,0.0025619461208045763
110,0.0005479771155668812
111,0.031325405985285396
112,0.002492689962665899
113,0.02069077675293788
114,0.003471603743619964
115,0.01200094733709091
116,0.001770015159259979
117,0.0015097194198333008
118,0.005091251649319204
119,0.021603225869495316
120,0.012806272985634965
121,0.08088527001334797
122,0.016237762150315065
123,0.018043847846541082
124,0.15953583891401363
125,0.24463496464749113
126,0.0012615761623720018
127,0.010471881100862628
128,0.4458802443718088
129,0.14437957976178392
130,0.007152975895308726
131,0.0743810463183185
132,0.0003186379218338309
133,0.009604341305433691
134,0.053392758710427916
135,0.0009261534883758499
136,0.0119202355913728
137,0.7083177914663075
138,0.013958829548940616
139,0.22886168089727196
140,0.0009636685432217198
141,0.008570095354263715
142,0.018351943730658106
143,0.004898132465264038
144,0.0013531414110220185
145,0.01456631458268582
146,0.10105870766758678
147,0.03526622513445652
148,0.06905479692392734
149,0.018713824805919113
150,0.19859986455227255
151,0.1253791185600677
152,0.06527936877072965
153,0.004659247061952717
154,0.3701003566649355
155,0.0005168178214254194
156,0.006211116220099545
